Player Name,Match Date,Aggregated Vader Polarity Score for 36h,1st Serve Fault 
Isner J.,3/2/12 20:20,0.13665,0.490196078
Isner J.,3/4/12 02:05,0.464366667,0.308823529
Isner J.,3/10/12 19:05,0.0599,0.375
Isner J.,3/12/12 18:05,0.24235,0.292307692
Isner J.,3/16/12 02:50,0.8176,0.441860465
Isner J.,3/17/12 18:05,0.394466667,0.258928571
Isner J.,3/18/12 20:05,0.25002,0.267605634
Isner J.,4/15/12 18:05,-0.3875,0.32038835
Isner J.,5/9/12 12:05,0.765,0.379310345
Isner J.,5/14/12 20:05,0.6249,0.325842697
Isner J.,5/24/12 13:50,0.1027,0.345238095
Isner J.,7/13/12 17:30,0.7003,0.28358209
Isner J.,7/14/12 22:05,0.2023,0.320754717
Isner J.,7/15/12 19:05,0.3612,0.294117647
Isner J.,7/20/12 00:40,0,0.406976744
Isner J.,7/21/12 02:05,0,0.405063291
Isner J.,8/8/12 01:30,0.7906,0.425
Isner J.,8/10/12 22:10,0.5106,0.274725275
Isner J.,8/11/12 02:45,0.5106,0.31884058
Isner J.,8/21/12 21:05,0.385583333,0.276595745
Isner J.,8/23/12 00:45,0.4404,0.365384615
Isner J.,9/3/12 03:55,0.0972,0.357664234
Isner J.,10/9/12 07:05,0.098,0.224137931
Isner J.,10/11/12 09:30,0.4404,0.310679612
Isner J.,10/22/12 12:05,0.0938,0.263157895
Isner J.,10/24/12 17:25,0,0.261682243
Isner J.,1/9/13 03:00,0.2514,0.310344828
Isner J.,2/14/13 03:50,0.234275,0.227848101
Isner J.,2/15/13 22:05,0.5994,0.327868852
Isner J.,2/16/13 20:15,0.339255556,0.411764706
Isner J.,2/20/13 01:05,0.132133333,0.344827586
Isner J.,2/27/13 01:35,0.15965,0.383928571
Isner J.,3/1/13 01:35,0.40825,0.333333333
Isner J.,3/2/13 01:35,0.0344375,0.322033898
Isner J.,3/3/13 01:35,-0.021855556,0.37
Isner J.,3/9/13 20:40,0.1408,0.40776699
Isner J.,3/23/13 19:45,0.5037,0.294736842
Isner J.,3/25/13 23:30,0,0.353846154
Isner J.,4/10/13 02:10,0.089585714,0.3
Isner J.,4/11/13 19:50,0.42095,0.386554622
Isner J.,4/13/13 00:05,-0.07205,0.323943662
Isner J.,4/14/13 20:05,0.2689375,0.428571429
Isner J.,4/16/13 16:15,0.1366,0.35483871
Isner J.,5/6/13 15:30,-0.308675,0.323943662
Isner J.,5/7/13 19:30,-0.02718,0.189655172
Isner J.,5/12/13 12:05,0,0.306818182
Isner J.,5/22/13 15:35,0.329475,0.333333333
Isner J.,5/27/13 16:05,0.6249,0.370786517
Isner J.,6/1/13 14:45,0.28526,0.222707424
Isner J.,6/17/13 16:55,0.287975,0.308641975
Isner J.,6/24/13 14:15,0.31845,0.252631579
Isner J.,6/26/13 11:35,0.26016,0.2
Isner J.,7/8/13 18:50,0.32135,0.384615385
Isner J.,7/10/13 21:25,0.591,0.270833333
Isner J.,7/12/13 18:05,0.4496,0.272727273
Isner J.,7/14/13 15:05,0.15285,0.410526316
Isner J.,7/26/13 00:05,0.492914286,0.301886792
Isner J.,7/26/13 21:05,0.2293,0.346666667
Isner J.,7/27/13 21:05,0.260057143,0.347368421
Isner J.,7/28/13 20:05,0.145485714,0.338235294
Isner J.,7/31/13 21:05,0.535025,0.35483871
Isner J.,8/2/13 21:10,0.4019,0.402439024
Isner J.,8/3/13 20:05,0.6335,0.325581395
Isner J.,8/4/13 20:05,0.5574,0.338461538
Isner J.,8/6/13 19:30,-0.101,0.29245283
Isner J.,8/13/13 18:05,0.304166667,0.31372549
Isner J.,8/14/13 18:05,0.319011111,0.454545455
Isner J.,8/15/13 18:40,0.133966667,0.417910448
Isner J.,8/16/13 18:10,-0.273366667,0.258064516
Isner J.,8/17/13 18:05,0.522963636,0.338582677
Isner J.,8/18/13 18:35,0.663,0.234567901
Isner J.,8/27/13 19:15,0.45405,0.271428571
Isner J.,8/30/13 01:50,-0.1006,0.31496063
Isner J.,8/31/13 20:10,0.390142857,0.25862069
Isner J.,10/7/13 08:55,0.146475,0.227272727
Isner J.,10/9/13 07:50,-0.303133333,0.220588235
Isner J.,10/24/13 12:05,0.265018182,0.253968254
Isner J.,1/8/14 00:40,0.0928,0.258823529
Isner J.,1/9/14 03:10,0,0.169642857
Isner J.,1/11/14 01:35,0,0.2625
Isner J.,1/14/14 01:15,0.02882,0.223880597
Isner J.,2/20/14 23:40,0.1655,0.344086022
Isner J.,2/23/14 01:35,0.296,0.277777778
Isner J.,2/25/14 22:05,0.614866667,0.310810811
Isner J.,3/12/14 02:05,0.247666667,0.345454545
Isner J.,3/12/14 22:35,0.042666667,0.295454545
Isner J.,3/14/14 22:35,0.4246,0.2625
Isner J.,3/15/14 20:30,0.270866667,0.315789474
Isner J.,4/10/14 01:35,0.7906,0.413793103
Isner J.,5/7/14 12:55,0.461125,0.296
Isner J.,5/8/14 21:45,0.217725,0.21875
Isner J.,5/21/14 10:05,-0.4767,0.339622642
Isner J.,5/30/14 13:50,0.5859,0.30726257
Isner J.,6/24/14 16:20,0.4404,0.266666667
Isner J.,6/26/14 16:35,0.34905,0.289473684
Isner J.,6/30/14 11:35,0.41125,0.251612903
Isner J.,7/27/14 21:05,0.4496,0.431034483
Isner J.,8/5/14 01:00,-0.296,0.380434783
Isner J.,8/13/14 18:00,0.0594,0.316666667
Isner J.,8/14/14 17:40,0.67225,0.37
Isner J.,8/21/14 00:55,0.30296,0.333333333
Isner J.,8/26/14 18:05,0.426625,0.305882353
Isner J.,8/28/14 17:55,0.067775,0.273809524
Isner J.,8/30/14 20:50,0.8979,0.326241135
Isner J.,10/8/14 11:35,0,0.202531646
Isner J.,10/9/14 12:10,0.4588,0.350877193
Isner J.,10/29/14 21:00,0.119066667,0.258823529
Isner J.,1/20/15 01:55,0.060966667,0.32183908
Isner J.,1/22/15 00:05,0.49405,0.31
Isner J.,1/24/15 07:05,0.359483333,0.230088496
Isner J.,2/12/15 01:05,0.127266667,0.231884058
Isner J.,2/14/15 03:30,0.3612,0.260869565
Isner J.,2/18/15 01:05,0.6329,0.318181818
Isner J.,3/15/15 00:00,0.275033333,0.422222222
Isner J.,3/16/15 22:35,0.4404,0.326923077
Isner J.,3/28/15 18:40,0.2755,0.391304348
Isner J.,3/31/15 00:35,0.475633333,0.264705882
Isner J.,4/2/15 20:05,-0.3252,0.307692308
Isner J.,4/4/15 00:05,0.69995,0.329268293
Isner J.,4/13/15 14:50,-0.296,0.260869565
Isner J.,4/15/15 13:15,0,0.220930233
Isner J.,4/16/15 13:10,0,0.392156863
Isner J.,5/6/15 12:05,0.5362,0.287037037
Isner J.,5/7/15 14:00,0.6705,0.261904762
Isner J.,5/8/15 16:00,-0.05095,0.230769231
Isner J.,5/11/15 12:55,0.4404,0.262295082
Isner J.,5/14/15 11:05,0.465266667,0.303571429
Isner J.,5/26/15 13:45,0.16306,0.252873563
Isner J.,6/16/15 12:35,0.1366,0.260869565
Isner J.,6/19/15 19:05,0.0516,0.236842105
Isner J.,6/29/15 13:00,0.289075,0.180722892
Isner J.,7/1/15 13:40,0,0.279069767
Isner J.,7/14/15 19:30,0.7906,0.293478261
Isner J.,7/30/15 23:05,0.320983333,0.317647059
Isner J.,7/31/15 20:30,0.3426,0.3125
Isner J.,8/1/15 21:05,0.5354,0.311688312
Isner J.,8/2/15 20:05,0.3612,0.282051282
Isner J.,8/5/15 23:35,0.3811,0.298245614
Isner J.,8/7/15 03:50,0.1806,0.396825397
Isner J.,8/8/15 00:05,0.48972,0.342465753
Isner J.,8/9/15 00:05,0.553883333,0.326086957
Isner J.,8/9/15 20:05,0.503866667,0.270588235
Isner J.,8/11/15 21:30,0.483424242,0.289473684
Isner J.,8/13/15 00:00,0.543613333,0.28125
Isner J.,8/13/15 21:45,0.259325,0.196428571
Isner J.,8/14/15 17:35,0.194933333,0.295454545
Isner J.,8/18/15 17:30,0,0.298507463
Isner J.,9/1/15 17:35,0.3784,0.391304348
Isner J.,9/3/15 20:30,0.6705,0.418604651
Isner J.,9/5/15 18:15,0.17196,0.362068966
Isner J.,9/8/15 02:00,0.4469,0.315789474
Isner J.,10/6/15 14:30,0.4215,0.4
Isner J.,10/8/15 11:35,0.6466,0.347368421
Isner J.,10/9/15 12:35,0.3062,0.217391304
Isner J.,10/14/15 06:35,0,0.298507463
Isner J.,10/27/15 19:05,0.361233333,0.354166667
Isner J.,10/29/15 15:05,0.09505,0.287671233
Isner J.,11/4/15 13:25,0,0.315789474
Isner J.,11/5/15 15:15,0.084175,0.323809524
Isner J.,11/6/15 16:00,0.6597,0.342592593
Isner J.,1/14/16 02:55,0,0.302631579
Isner J.,1/19/16 03:40,0.2488,0.219512195
Isner J.,1/21/16 00:05,0.15216,0.287128713
Isner J.,1/23/16 01:30,0.47896,0.225806452
Isner J.,1/25/16 07:35,0.191015789,0.252631579
Isner J.,2/10/16 21:50,0.1623,0.294117647
Isner J.,3/14/16 01:05,0.5738,0.366666667
Isner J.,3/17/16 00:45,0.40444,0.368421053
Isner J.,3/26/16 21:45,0.121625,0.362745098
Isner J.,4/7/16 00:15,0.07655,0.356164384
Isner J.,4/9/16 00:05,0,0.367088608
Isner J.,4/9/16 21:00,0,0.333333333
Isner J.,5/18/16 11:05,0.24796,0.309734513
Isner J.,5/24/16 12:00,0,0.272151899
Isner J.,5/25/16 13:35,0.790766667,0.379746835
Isner J.,5/27/16 14:30,0.44035,0.313333333
Isner J.,5/29/16 14:35,0,0.30952381
Isner J.,6/15/16 15:30,0,0.233766234
Isner J.,6/16/16 12:35,0.67325,0.233870968
Isner J.,6/30/16 10:50,0.6369,0.273684211
Isner J.,7/1/16 15:10,0.38175,0.277310924
Isner J.,7/3/16 12:45,0.273133333,0.263157895
Isner J.,7/21/16 22:30,0.060966667,0.339285714
Isner J.,7/22/16 20:05,-0.5267,0.3125
Isner J.,7/25/16 21:30,0.8658,0.297297297
Isner J.,7/27/16 16:05,0.413633333,0.35106383
Isner J.,8/4/16 00:50,0.321128571,0.235294118
Isner J.,8/6/16 01:05,0.1006,0.339285714
Isner J.,8/7/16 00:05,0.54185,0.350649351
Isner J.,8/7/16 18:05,0.54185,0.43902439
Isner J.,8/16/16 23:20,0.390116667,0.25
Isner J.,8/31/16 17:25,0.464308333,0.432
Isner J.,9/2/16 22:35,0.4989,0.366972477
Isner J.,10/10/16 08:25,0.6249,0.441860465
Isner J.,10/19/16 17:35,0.3612,0.2
Isner J.,10/28/16 19:30,0.3906,0.346153846
Isner J.,11/2/16 19:10,0.4037,0.25
Isner J.,11/5/16 13:05,0.5449,0.195652174
Isner J.,11/6/16 14:05,0,0.255813953
Isner J.,1/16/17 02:50,-0.12855,0.288288288
Isner J.,2/16/17 01:35,0.627175,0.3
Isner J.,2/18/17 01:35,0.134445455,0.275510204
Isner J.,2/28/17 00:05,0,0.314814815
Isner J.,3/14/17 03:35,0.34,0.372881356
Isner J.,3/25/17 18:35,0.512166667,0.449275362
Isner J.,4/13/17 18:05,0,0.309278351
Isner J.,4/14/17 18:05,0,0.348837209
Isner J.,5/16/17 15:40,0.355633333,0.311688312
Isner J.,5/18/17 15:00,0.04008,0.161764706
Isner J.,5/19/17 11:05,0.280766667,0.247619048
Isner J.,5/20/17 14:10,0,0.213483146
Isner J.,5/24/17 12:55,0.07134,0.244897959
Isner J.,5/30/17 15:55,0.5859,0.333333333
Isner J.,6/1/17 10:05,0.10862,0.291262136
Isner J.,6/20/17 18:15,0.1591,0.28358209
Isner J.,6/29/17 10:40,0,0.213483146
Isner J.,6/29/17 15:50,0,0.294117647
Isner J.,7/4/17 17:45,0,0.228915663
Isner J.,7/6/17 11:35,0.197775,0.303867403
Isner J.,7/22/17 21:05,0.6249,0.448979592
Isner J.,7/23/17 20:05,0.6309,0.327868852
Isner J.,8/7/17 23:35,-0.25,0.375
Isner J.,8/14/17 00:05,0.315033333,0.342857143
Isner J.,8/16/17 00:05,0.4201,0.302325581
Isner J.,8/17/17 22:55,0.224675,0.281690141
Isner J.,8/23/17 00:05,0.1468,0.365853659
Isner J.,8/24/17 00:05,0.765,0.344827586
Isner J.,8/30/17 22:20,0.2578,0.272727273
Isner J.,10/3/17 10:15,0,0.302325581
Isner J.,10/5/17 07:40,0.273614286,0.326086957
Isner J.,10/6/17 07:35,0.40298,0.205479452
Isner J.,10/10/17 06:05,0.323575,0.307692308
Isner J.,10/11/17 13:35,0.2911,0.28
Isner J.,10/12/17 14:25,0.396733333,0.28358209
Isner J.,10/23/17 16:05,0.32305,0.295454545
Isner J.,11/1/17 10:05,0.36345,0.307692308
Isner J.,11/2/17 13:55,0.6249,0.213740458
Isner J.,11/3/17 13:05,0.2202,0.310344828
Isner J.,11/4/17 13:05,-0.296,0.195652174
Isner J.,1/10/18 07:30,-0.1243875,0.264957265
Isner J.,1/15/18 02:30,0.2202,0.352380952
Isner J.,2/21/18 17:35,-0.5423,0.304347826
Isner J.,2/27/18 01:00,0.4404,0.35
Isner J.,3/11/18 18:05,0,0.364485981
Isner J.,3/23/18 21:50,0.48715,0.337209302
Isner J.,3/25/18 22:15,0,0.389830508
Isner J.,3/28/18 20:05,0.1531,0.288888889
Isner J.,3/30/18 18:05,0.6249,0.363636364
Isner J.,4/1/18 18:05,0.7384,0.3125
Isner J.,4/13/18 00:05,-0.0957,0.333333333
Isner J.,4/14/18 01:20,0.060266667,0.336538462
Isner J.,5/9/18 15:30,0.4019,0.337662338
Isner J.,5/10/18 18:15,0,0.245762712
Isner J.,5/11/18 21:00,0,0.142857143
Isner J.,5/16/18 10:05,0.37645,0.354330709
Isner J.,5/24/18 10:05,0.4215,0.234375
Isner J.,5/29/18 12:55,0.3548,0.270833333
Isner J.,6/2/18 17:55,-0.3818,0.262626263
Isner J.,6/4/18 15:55,-0.6597,0.356321839
Isner J.,7/2/18 14:50,0.6369,0.306818182
Isner J.,7/6/18 17:25,-0.1806,0.178082192
Isner J.,7/9/18 14:40,0.7876,0.23
Isner J.,7/26/18 00:05,0,0.404255319
Isner J.,7/27/18 19:05,0.152933333,0.436619718
Isner J.,7/28/18 20:05,0,0.361702128
Isner J.,8/2/18 22:55,-0.036725,0.452054795
Isner J.,8/8/18 21:05,-0.3811,0.2
Isner J.,8/29/18 21:50,0.376933333,0.267123288
Isner J.,9/2/18 21:00,0.1204,0.415929204
Isner J.,10/19/18 20:15,-0.512066667,0.308943089
Isner J.,10/20/18 14:00,-0.4435,0.317647059
Isner J.,10/23/18 14:35,0,0.35
Isner J.,10/31/18 10:05,0.4215,0.327731092
Nishikori K.,1/4/12 08:10,0.37895,0.4
Nishikori K.,1/17/12 00:05,0.2023,0.279069767
Nishikori K.,1/19/12 05:25,0.239466667,0.322834646
Nishikori K.,1/21/12 04:20,0.067433333,0.297520661
Nishikori K.,1/23/12 01:45,0,0.344
Nishikori K.,1/25/12 04:05,0,0.404255319
Nishikori K.,2/20/12 23:15,0.36255,0.315789474
Nishikori K.,2/22/12 19:10,0,0.254716981
Nishikori K.,2/24/12 17:05,-0.23835,0.306451613
Nishikori K.,2/29/12 00:25,0.32135,0.470588235
Nishikori K.,3/1/12 01:40,0.4517,0.351648352
Nishikori K.,3/23/12 21:35,0,0.46
Nishikori K.,3/25/12 21:00,0.5708,0.391304348
Nishikori K.,4/19/12 09:35,0.46365,0.366197183
Nishikori K.,4/25/12 10:05,0.4754,0.292134831
Nishikori K.,4/26/12 10:05,-0.401,0.394736842
Nishikori K.,4/27/12 18:30,0.479028571,0.529411765
Nishikori K.,6/28/12 11:35,0.6597,0.506849315
Nishikori K.,7/11/12 18:30,0.19414,0.337078652
Nishikori K.,7/12/12 20:40,0.30555,0.358208955
Nishikori K.,7/19/12 03:55,0,0.37254902
Nishikori K.,7/20/12 21:05,0.4588,0.342857143
Nishikori K.,8/15/12 19:40,0.893,0.315789474
Nishikori K.,9/1/12 16:05,0.4404,0.357723577
Nishikori K.,9/28/12 09:35,0.113333333,0.290322581
Nishikori K.,9/29/12 07:20,0.2294,0.318681319
Nishikori K.,10/2/12 04:50,0.551275,0.37254902
Nishikori K.,10/4/12 09:30,0,0.347222222
Nishikori K.,10/5/12 10:10,0,0.403225806
Nishikori K.,10/6/12 07:05,0.150016667,0.348837209
Nishikori K.,10/7/12 06:05,0.2841,0.358974359
Nishikori K.,10/9/12 07:05,0.37976,0.346938776
Nishikori K.,10/30/12 15:45,0.6486,0.34375
Nishikori K.,12/31/12 06:35,0.47015,0.375
Nishikori K.,1/2/13 06:35,0,0.358490566
Nishikori K.,1/4/13 03:35,0.7269,0.380952381
Nishikori K.,1/5/13 04:55,0.9042,0.470588235
Nishikori K.,1/16/13 00:05,0,0.319587629
Nishikori K.,1/18/13 04:40,0,0.319587629
Nishikori K.,2/20/13 02:25,0,0.492307692
Nishikori K.,2/21/13 22:40,0.629,0.428571429
Nishikori K.,2/22/13 20:10,0.8176,0.333333333
Nishikori K.,2/23/13 18:05,0,0.461538462
Nishikori K.,2/24/13 21:10,0.53075,0.348837209
Nishikori K.,2/26/13 23:35,0.315675,0.375
Nishikori K.,3/12/13 22:55,0.142366667,0.234375
Nishikori K.,3/22/13 15:05,0,0.418181818
Nishikori K.,3/24/13 15:05,0.3604,0.465517241
Nishikori K.,3/26/13 15:05,0,0.370967742
Nishikori K.,4/23/13 17:15,0.332625,0.380952381
Nishikori K.,4/26/13 10:25,-0.029933333,0.352112676
Nishikori K.,5/8/13 11:10,0,0.393939394
Nishikori K.,5/9/13 16:00,0.4471,0.3125
Nishikori K.,5/10/13 17:15,0.2094,0.307692308
Nishikori K.,5/15/13 14:05,0.2614,0.388888889
Nishikori K.,5/27/13 10:05,0.6597,0.485714286
Nishikori K.,5/30/13 10:05,0,0.369369369
Nishikori K.,6/1/13 10:05,0.39135,0.369747899
Nishikori K.,6/25/13 12:35,0,0.333333333
Nishikori K.,8/1/13 19:05,0.1027,0.417910448
Nishikori K.,8/2/13 00:40,0.1027,0.466666667
Nishikori K.,8/6/13 21:35,0.6908,0.428571429
Nishikori K.,8/9/13 00:35,0.31845,0.426666667
Nishikori K.,8/26/13 16:05,0.5859,0.459770115
Nishikori K.,10/2/13 08:30,0,0.353535354
Nishikori K.,10/5/13 06:25,0.5584,0.446808511
Nishikori K.,10/23/13 16:50,0,0.327272727
Nishikori K.,10/29/13 18:35,0.8176,0.416666667
Nishikori K.,1/1/14 06:15,0.5719,0.4375
Nishikori K.,1/3/14 01:35,0,0.447619048
Nishikori K.,1/4/14 03:40,0,0.396039604
Nishikori K.,1/14/14 00:05,0,0.328671329
Nishikori K.,1/16/14 00:05,0.7096,0.358024691
Nishikori K.,1/20/14 04:30,0.17616,0.339130435
Nishikori K.,2/13/14 02:30,0,0.34375
Nishikori K.,2/14/14 18:35,0,0.393617021
Nishikori K.,2/16/14 21:05,0.1531,0.352941176
Nishikori K.,2/18/14 23:35,0.26335,0.415730337
Nishikori K.,2/20/14 19:35,0.5859,0.333333333
Nishikori K.,3/27/14 01:30,0.3335,0.342592593
Nishikori K.,4/24/14 11:05,0,0.288135593
Nishikori K.,4/25/14 13:25,0.7964,0.382978723
Nishikori K.,4/26/14 12:35,0.6597,0.38
Nishikori K.,4/27/14 15:05,0.7845,0.471698113
Nishikori K.,5/6/14 18:35,0.4088,0.36
Nishikori K.,5/10/14 18:05,0.8399,0.357664234
Nishikori K.,5/11/14 18:20,0.34,0.415384615
Nishikori K.,6/11/14 14:10,0,0.323943662
Nishikori K.,6/26/14 11:40,0.85525,0.333333333
Nishikori K.,7/1/14 13:55,0.61115,0.362831858
Nishikori K.,7/30/14 21:05,0.836,0.447058824
Nishikori K.,8/2/14 00:05,0.4375,0.375
Nishikori K.,8/28/14 16:05,0,0.382978723
Nishikori K.,9/2/14 02:55,0.4404,0.43902439
Nishikori K.,9/27/14 09:35,0.77635,0.430555556
Nishikori K.,10/1/14 05:15,0,0.19047619
Nishikori K.,10/4/14 06:05,0.3548,0.235294118
Nishikori K.,10/8/14 09:05,0,0.405797101
Nishikori K.,10/31/14 20:35,-0.3612,0.4
Nishikori K.,11/1/14 16:05,0.0385,0.333333333
Nishikori K.,11/9/14 14:05,0.4404,0.461538462
Nishikori K.,11/15/14 14:05,0,0.432835821
Nishikori K.,1/7/15 03:20,0,0.328358209
Nishikori K.,1/9/15 03:25,0,0.315789474
Nishikori K.,1/10/15 03:55,0.6945,0.293103448
Nishikori K.,1/22/15 00:05,0,0.352459016
Nishikori K.,2/11/15 22:35,0.440233333,0.476744186
Nishikori K.,2/26/15 02:05,0.9413,0.29787234
Nishikori K.,2/26/15 23:15,0,0.349206349
Nishikori K.,2/28/15 00:05,0,0.447368421
Nishikori K.,3/14/15 19:35,0,0.435483871
Nishikori K.,3/16/15 19:50,0.4568,0.474747475
Nishikori K.,3/18/15 18:05,0.743,0.409090909
Nishikori K.,3/31/15 22:25,0.5719,0.490566038
Nishikori K.,4/2/15 20:05,0,0.333333333
Nishikori K.,4/21/15 14:20,0,0.408163265
Nishikori K.,4/24/15 11:35,0.872,0.426229508
Nishikori K.,4/26/15 16:35,0.8313,0.447761194
Nishikori K.,5/7/15 19:05,0.7845,0.444444444
Nishikori K.,5/8/15 21:20,0.814,0.411764706
Nishikori K.,5/13/15 11:25,-0.5216,0.373493976
Nishikori K.,5/14/15 18:05,0.5574,0.457142857
Nishikori K.,5/15/15 15:05,0.8979,0.394736842
Nishikori K.,5/24/15 13:40,0.1101,0.506329114
Nishikori K.,6/16/15 11:05,0,0.417582418
Nishikori K.,6/19/15 13:35,0.28595,0.333333333
Nishikori K.,8/5/15 03:05,0.3291,0.422222222
Nishikori K.,8/6/15 21:05,0.765,0.346938776
Nishikori K.,8/7/15 18:05,0,0.424242424
Nishikori K.,8/8/15 19:35,0,0.448275862
Nishikori K.,8/12/15 17:35,0.42786,0.339622642
Nishikori K.,8/15/15 02:40,0.394466667,0.423076923
Nishikori K.,8/16/15 01:05,0.28595,0.480769231
Nishikori K.,8/31/15 16:05,0.4404,0.320754717
Nishikori K.,10/7/15 08:25,0,0.307692308
Nishikori K.,10/9/15 06:30,0.8313,0.443037975
Nishikori K.,11/5/15 10:50,0.6908,0.423728814
Nishikori K.,11/15/15 14:05,-0.030633333,0.471698113
Nishikori K.,11/19/15 14:05,0.4588,0.431578947
Nishikori K.,1/26/16 08:20,0,0.416666667
Nishikori K.,3/18/16 19:05,0.6801,0.5
Nishikori K.,3/26/16 15:05,0.5698,0.435483871
Nishikori K.,3/30/16 03:05,0,0.430769231
Nishikori K.,3/31/16 20:25,0.45625,0.448275862
Nishikori K.,4/2/16 00:05,0,0.436363636
Nishikori K.,4/3/16 18:05,0,0.484848485
Nishikori K.,4/21/16 14:15,0,0.372881356
